climate,inequality,human rights,gender,lgbtq,european union,immigration,health,misinformation,hate speech
21,39,44,83,38,47,41,53,67,76
51,83,58,27,44,53,37,73,51,35
51,51,37,64,28,41,53,49,56,51
51,55,55,54,28,53,37,81,52,42
70,41,55,40,44,37,48,48,56,51
49,70,44,54,80,53,57,41,47,32
74,55,14,58,74,53,58,22,36,90
21,41,44,19,44,47,37,40,46,40
21,39,37,16,44,42,40,49,33,41
51,41,55,53,74,48,48,38,62,51
88,51,44,54,44,32,47,47,40,51
49,55,44,40,44,53,51,72,41,49
21,51,14,58,28,62,25,47,57,49
68,39,44,58,64,44,30,72,51,34
21,37,55,40,64,32,56,59,55,37
70,55,58,40,80,32,51,50,34,79
49,70,14,44,44,48,51,64,47,82
49,83,58,66,28,53,37,53,47,87
66,41,37,58,38,53,48,35,62,51
49,41,44,60,64,48,48,49,72,51
21,37,58,58,28,48,53,49,51,41
49,41,44,16,28,37,76,48,46,84
49,51,38,19,44,62,37,43,48,44
49,41,37,66,44,47,53,55,61,38
51,51,55,40,44,44,41,50,63,38
21,83,44,60,44,41,56,59,41,37
51,55,37,80,44,25,40,47,56,49
49,39,44,54,74,48,25,85,41,51
66,83,14,70,44,48,76,64,58,49
49,55,14,20,44,48,57,45,47,48
69,41,44,58,44,62,41,85,47,69
51,41,38,54,44,41,47,67,45,49
51,55,55,58,80,53,25,53,57,33
88,39,44,69,38,53,48,49,54,82
49,80,58,83,80,25,40,48,56,44
71,83,14,66,44,62,68,41,34,90
68,83,44,58,38,53,37,71,40,83
51,55,55,54,44,53,58,44,47,37
21,70,44,58,38,53,76,54,67,51
74,83,14,54,38,47,40,53,47,35
49,41,55,53,74,25,40,44,58,42
49,60,58,80,44,47,58,68,71,35
66,22,14,54,38,53,41,40,42,38
21,55,55,40,44,25,37,27,52,82
49,41,55,54,80,62,56,48,41,51
73,51,58,54,44,62,27,43,51,40
21,55,58,60,44,48,48,64,42,84
21,55,44,40,44,62,58,48,48,50
51,22,44,40,38,53,48,40,42,51
21,51,58,53,74,53,53,49,57,42
21,83,44,54,28,53,37,59,38,44
51,60,38,54,80,62,48,90,54,51
51,55,44,58,80,35,40,59,57,49
49,55,55,20,28,62,47,49,70,38
49,41,58,40,28,62,53,67,57,49
21,41,44,54,74,53,53,64,62,79
21,41,44,51,38,62,40,37,47,87
66,37,58,44,28,32,58,55,50,27
49,60,37,60,44,48,68,44,36,42
49,37,55,20,28,48,57,50,52,38
51,41,55,64,80,62,37,45,59,42
49,51,44,27,44,53,41,55,36,44
21,51,55,40,64,53,76,59,38,82
51,41,55,44,44,53,47,55,38,38
49,70,55,67,64,42,53,55,62,74
21,55,55,54,38,53,27,59,50,43
51,83,44,40,28,53,68,30,47,49
51,55,37,66,44,42,27,73,48,49
21,55,38,60,38,32,37,60,36,44
51,66,44,44,44,41,57,48,51,77
71,39,58,53,28,53,25,40,56,43
88,41,44,54,44,42,41,49,47,82
69,60,44,58,28,25,27,36,57,42
49,70,44,20,28,42,51,48,42,38
51,22,55,20,44,48,41,47,50,51
21,37,58,44,28,32,30,48,38,50
74,19,44,20,44,47,40,55,50,27
51,37,37,54,64,42,58,43,64,44
21,19,55,27,64,48,57,43,68,43
49,80,38,40,28,48,41,55,41,37
51,55,14,58,28,48,40,44,51,49
74,51,44,54,44,44,56,60,55,51
51,80,44,27,44,62,76,43,36,36
49,83,44,80,74,62,76,73,40,38
71,41,55,19,64,53,53,59,50,48
21,22,44,54,28,62,47,53,46,51
49,51,44,66,38,62,56,55,40,83
49,41,37,44,28,44,48,34,64,41
21,51,55,40,28,32,53,54,55,51
49,55,44,40,74,53,30,73,47,49
51,66,37,54,44,44,51,53,51,48
71,51,58,40,64,32,47,43,42,50
51,51,58,19,74,62,51,60,42,50
21,55,14,20,80,53,48,47,49,38
21,55,44,44,38,62,48,47,72,37
51,39,58,80,44,41,51,57,42,44
51,41,44,40,64,42,27,29,47,49
49,51,55,53,64,53,47,55,40,43
21,19,38,58,80,37,68,50,62,51
51,39,58,62,44,47,41,57,51,42
21,22,58,70,38,62,56,48,37,34
21,51,44,54,44,41,68,33,40,90
49,51,44,40,64,44,47,60,55,51
70,37,44,58,74,48,68,37,48,49
49,51,58,58,80,41,53,30,57,42
51,66,14,54,38,48,56,55,40,34
69,55,14,44,44,53,48,39,66,51
51,41,58,54,38,62,41,48,48,38
21,60,44,44,28,48,40,55,40,49
51,51,58,54,44,41,25,60,47,41
66,60,38,40,74,48,41,41,22,48
73,60,44,20,38,48,58,55,40,49
21,55,55,20,38,41,68,57,46,42
68,41,44,67,38,53,47,36,34,41
21,37,37,44,80,48,58,55,51,51
51,22,55,19,74,62,76,44,41,44
49,39,44,54,44,41,41,47,73,49
49,41,58,58,38,47,51,45,46,50
51,66,55,62,74,53,25,38,62,42
49,60,44,40,44,53,53,44,50,43
71,41,38,54,38,48,51,54,71,87
68,66,55,58,28,42,51,55,57,51
51,83,44,40,74,53,37,34,57,79
21,41,14,60,38,62,41,60,57,49
21,55,44,58,28,62,30,43,67,87
74,36,14,40,80,41,48,47,51,33
21,55,44,27,44,41,25,73,38,74
70,19,44,66,44,44,68,59,42,42
49,41,55,20,74,42,56,45,50,51
21,41,44,16,28,62,57,49,42,49
69,55,38,54,44,44,51,48,52,33
68,51,58,58,74,37,57,30,45,51
21,36,58,27,44,25,47,44,31,49
68,22,44,67,74,62,51,43,80,49
49,55,55,44,38,62,53,47,34,49
69,41,38,51,74,62,25,57,62,38
51,83,14,58,80,62,51,44,67,83
49,60,44,54,74,53,51,45,52,36
21,19,44,44,80,62,76,43,42,51
21,41,58,51,80,37,68,71,37,82
69,66,44,62,80,44,48,46,39,42
21,51,58,69,28,48,27,59,40,42
21,51,37,62,64,48,68,41,50,40
51,66,55,60,44,25,53,48,41,49
21,60,38,62,44,32,51,47,48,51
21,41,55,58,80,53,25,90,47,42
74,51,55,40,28,25,51,38,54,41
51,41,44,58,44,53,40,60,46,70
51,19,44,51,44,35,41,49,40,51
69,41,58,20,44,48,57,43,50,81
21,51,37,58,38,44,47,27,41,49
49,41,55,19,44,53,41,36,51,38
66,55,44,40,80,35,53,81,57,49
74,55,44,58,28,53,51,48,40,49
21,55,44,40,44,44,76,43,47,42
68,41,44,80,28,53,57,72,50,48
51,66,58,40,44,53,37,54,38,82
21,55,55,40,80,53,76,22,59,49
49,55,55,44,80,48,27,49,70,51
51,51,44,19,44,62,41,49,42,42
21,41,37,58,74,48,68,57,40,50
51,51,38,58,28,32,51,60,40,49
49,19,58,16,44,41,53,53,46,51
73,55,14,40,44,42,48,43,42,40
21,51,44,40,28,62,40,49,41,41
49,83,55,44,28,62,53,49,31,44
49,55,44,27,44,32,58,38,51,38
49,83,55,58,28,25,47,49,57,82
51,51,14,40,44,53,25,47,38,42
66,66,44,80,28,42,76,43,36,62
21,37,37,70,44,25,68,67,47,69
70,41,44,70,74,62,68,53,58,41
49,41,37,51,44,48,47,60,37,48
21,80,55,58,28,53,27,49,47,37
66,41,38,44,44,62,51,47,42,49
21,41,44,58,44,53,25,55,47,37
49,51,58,54,38,62,47,41,40,49
21,22,38,54,28,53,37,59,76,84
21,22,55,20,38,53,48,43,50,36
73,41,58,40,44,62,48,48,58,34
51,41,37,62,80,62,37,54,71,38
49,39,37,58,44,62,51,41,58,51
49,80,37,60,74,62,57,73,51,48
49,83,37,58,44,48,30,48,63,44
21,51,37,58,44,32,41,41,38,51
51,55,58,53,44,47,25,49,39,51
49,51,55,54,74,37,25,72,42,44
68,36,14,40,44,62,40,50,67,42
49,19,44,53,38,48,41,53,45,49
68,55,55,53,38,37,76,41,46,49
66,41,44,66,74,41,57,59,51,44
68,39,44,58,44,53,68,55,36,43
69,55,55,66,64,48,25,44,58,38
71,60,14,19,28,41,68,50,42,33
88,51,58,20,28,62,25,47,40,51
21,55,44,20,28,48,40,59,38,48
49,66,44,80,44,35,76,40,34,51
51,22,14,51,44,53,51,47,55,90
74,41,58,19,64,47,30,41,47,81
51,55,14,67,44,32,47,85,42,33
69,36,58,40,38,35,41,44,36,69
51,41,37,66,44,48,53,68,62,49
49,36,55,58,80,62,41,54,47,84
69,41,58,53,80,37,40,60,47,51
73,70,38,44,28,62,30,53,42,50
21,55,37,44,38,53,41,55,46,48
74,51,58,67,28,48,57,43,38,82
49,51,58,51,44,48,56,60,57,38
51,55,37,27,28,48,56,50,73,42
49,51,58,60,80,62,51,43,57,44
21,36,44,44,64,42,40,49,48,87
49,19,44,20,74,62,30,67,41,41
66,41,44,44,38,47,47,71,55,84
21,22,58,16,28,32,47,38,63,50
71,39,38,19,64,62,40,34,45,70
51,41,58,40,38,53,53,85,62,38
51,51,55,51,74,53,53,49,47,37
49,51,55,58,44,32,76,38,47,48
51,51,58,58,38,62,47,47,50,49
21,83,58,60,44,44,40,55,41,49
21,55,14,27,28,53,76,33,42,25
51,55,38,58,28,35,53,49,50,62
51,22,58,58,64,47,76,55,57,43
73,80,44,54,28,41,68,67,57,49
49,83,58,51,44,42,30,38,52,35
21,51,44,54,44,42,48,43,50,44
49,70,58,58,44,53,53,50,58,27
21,51,14,67,44,42,68,43,48,44
51,51,37,66,44,32,53,55,56,82
68,19,14,58,38,62,41,50,51,36
66,55,55,44,44,62,53,72,42,44
51,41,44,58,74,25,76,47,36,51
51,37,38,53,28,62,41,55,46,51
49,66,14,19,64,47,41,44,47,51
49,39,14,44,28,53,27,48,45,82
51,41,44,53,28,53,51,55,57,82
74,41,44,27,44,42,47,60,59,49
51,55,44,40,44,53,41,45,51,35
49,36,58,20,44,47,68,73,56,38
51,55,14,51,74,48,47,48,42,42
21,22,55,53,74,62,51,51,50,51
51,66,14,44,44,53,41,43,34,43
49,51,58,19,38,53,56,27,71,51
51,51,44,51,74,25,57,50,56,41
21,41,14,69,44,25,27,53,62,49
21,83,14,80,44,48,68,43,45,49
21,60,38,58,64,44,51,59,57,76
51,22,58,27,44,25,68,22,40,49
68,55,38,62,38,62,51,38,66,82
88,41,44,16,28,53,57,47,37,48
71,51,14,58,80,53,76,50,34,51
71,55,55,40,28,48,76,81,33,51
51,51,44,58,44,32,48,59,38,40
49,55,14,51,44,53,57,40,57,36
21,37,44,19,64,47,47,71,72,40
51,19,44,16,38,48,41,67,51,41
49,39,44,16,44,44,47,49,49,42
71,41,44,54,44,53,47,40,45,83
49,41,44,58,44,25,57,40,57,27
49,66,44,54,44,25,68,38,39,44
21,41,44,80,80,41,51,41,62,38
49,55,37,27,44,53,76,49,71,79
21,41,58,16,28,44,53,48,64,51
21,51,44,83,44,62,76,46,59,49
21,66,38,60,44,62,37,29,50,49
21,51,14,54,28,32,53,41,47,44
21,41,55,19,74,62,56,45,46,40
21,55,14,40,44,53,51,41,55,51
51,41,44,40,74,53,76,34,51,49
21,55,14,51,38,48,68,48,62,49
49,37,55,66,44,53,53,49,42,49
21,83,58,58,44,62,68,43,57,49
51,19,44,58,44,53,47,47,50,42
73,80,38,19,80,62,30,55,41,51
73,19,38,40,38,25,68,43,34,36
73,51,44,40,74,62,40,22,57,40
21,19,44,20,80,35,27,49,46,82
51,41,58,16,44,53,53,90,50,70
68,60,55,40,38,53,57,71,47,62
21,80,14,44,38,25,48,43,41,48
21,80,37,54,44,41,40,43,47,43
66,51,58,16,44,62,58,35,47,38
49,37,37,40,80,47,40,34,67,49
71,55,14,40,44,42,57,67,55,74
21,41,14,58,38,62,68,50,47,69
71,41,58,70,38,35,58,43,50,35
74,41,58,19,28,53,47,51,55,48
49,55,14,67,44,47,47,68,54,37
49,19,37,27,44,53,53,48,34,70
66,39,55,54,44,41,41,53,34,44
21,41,58,40,28,41,25,44,67,44
49,70,14,53,44,62,58,54,58,49
51,19,37,58,64,32,47,50,58,42
21,55,44,27,44,42,47,40,62,51
21,60,58,19,74,42,30,55,47,90
21,55,44,58,44,47,76,50,45,49
51,19,55,58,44,53,76,60,80,25
66,22,44,80,28,44,57,50,57,51
88,55,58,53,74,41,25,35,38,50
49,66,44,40,74,62,40,55,46,38
70,66,58,54,44,53,25,35,59,62
51,51,44,60,74,53,68,43,47,51
49,41,55,19,80,44,37,36,38,36
51,41,44,67,64,53,51,43,51,41
51,51,44,51,64,41,68,48,36,82
49,60,37,27,38,35,25,55,62,69
51,55,58,51,44,53,40,47,51,44
49,66,14,40,28,53,37,47,67,49
21,51,44,58,80,25,47,49,48,34
49,39,58,53,44,41,76,53,37,42
51,80,58,60,74,62,51,45,40,42
21,70,38,40,64,53,68,29,47,83
74,51,58,40,44,32,25,53,36,49
51,51,55,51,38,53,53,44,51,40
49,51,58,54,38,47,48,55,55,51
69,66,58,58,44,25,30,64,45,42
51,41,55,53,80,35,40,53,71,40
21,51,37,54,28,44,76,55,71,51
51,70,37,80,80,42,48,85,33,38
70,41,55,58,44,62,51,22,40,50
21,66,55,40,38,41,53,51,56,51
49,41,38,58,44,53,53,36,50,49
70,41,44,54,44,35,51,29,38,42
51,55,44,20,80,53,51,47,57,49
49,55,38,44,80,62,41,54,36,34
49,83,44,40,28,41,68,34,59,62
51,55,44,58,44,44,48,47,62,42
51,19,55,62,44,47,27,53,47,51
68,37,44,40,44,62,53,67,46,49
51,41,37,44,44,25,76,59,47,41
51,55,14,51,28,37,40,53,34,36
71,60,14,66,74,35,68,49,56,49
69,51,44,66,44,62,51,68,57,42
51,19,14,62,44,41,51,44,66,38
49,70,37,69,38,35,48,53,51,49
69,41,44,27,28,62,53,37,42,27
74,70,55,58,64,48,58,71,45,42
51,51,58,58,44,53,57,81,47,44
21,55,14,19,28,62,41,57,42,42
49,55,44,40,28,62,25,46,41,49
49,55,38,16,80,35,53,50,54,49
49,36,38,19,44,62,48,55,66,82
51,41,37,54,64,42,58,48,34,38
49,36,37,54,44,44,41,43,62,62
21,41,44,58,80,47,25,44,57,33
51,41,38,69,74,37,53,57,45,79
49,55,55,54,64,62,76,35,36,50
51,37,44,27,74,48,51,68,36,87
49,41,44,16,38,62,76,53,47,49
21,60,58,66,64,53,53,54,62,36
49,51,44,20,80,48,40,33,50,84
51,66,44,20,64,47,30,55,42,51
49,55,55,53,38,53,51,54,76,35
68,51,44,40,44,48,57,50,40,48
51,55,14,64,44,41,53,57,50,38
21,39,58,40,80,32,40,60,66,49
71,39,37,20,28,37,30,60,47,38
73,80,37,40,74,53,53,41,76,51
21,41,14,58,74,41,57,60,41,51
49,51,37,58,28,62,58,47,58,49
51,41,55,44,74,25,40,41,51,48
51,80,38,16,74,53,68,50,50,42
49,80,55,20,44,48,47,57,48,48
21,80,14,19,44,32,48,68,40,84
21,83,55,54,74,42,56,81,46,48
21,22,38,40,44,42,41,41,47,90
21,66,55,20,44,62,57,54,72,36
51,41,55,44,28,42,30,53,55,30
49,55,55,19,44,48,25,54,48,50
21,36,44,54,44,53,56,55,51,48
74,19,14,58,28,48,53,48,40,49
66,51,44,40,44,47,76,48,57,38
73,66,55,54,44,53,53,55,40,49
21,41,14,58,64,42,37,73,50,49
51,55,44,54,38,48,37,55,61,38
21,51,38,67,28,62,58,43,51,44
51,22,14,54,44,53,40,64,45,39
51,41,44,16,64,48,27,53,40,51
21,41,14,54,64,62,40,44,57,49
21,22,38,58,44,25,27,73,69,50
49,51,55,54,38,44,51,43,50,50
49,41,14,19,74,53,51,64,66,42
49,39,38,54,44,62,25,59,42,38
51,51,55,51,44,48,37,34,48,82
21,80,44,19,80,44,68,47,40,49
51,55,44,70,44,35,41,30,42,37
51,41,38,69,38,32,30,53,40,34
49,55,44,40,74,35,51,27,40,51
88,51,44,60,74,25,53,41,47,42
49,51,38,67,44,41,58,53,47,42
21,22,55,20,28,53,76,53,33,51
49,41,37,16,74,32,48,51,41,44
49,70,38,40,44,47,37,73,62,79
49,19,44,66,44,62,47,54,52,34
49,41,55,40,74,62,48,53,80,49
71,55,58,58,44,48,58,43,47,48
73,41,44,58,80,37,68,59,40,51
51,41,44,27,44,47,37,47,71,33
21,36,44,16,74,48,37,43,50,36
21,37,44,69,44,42,76,41,57,36
51,51,44,53,74,48,48,49,38,34
66,41,14,58,38,62,76,55,40,62
21,41,55,58,80,53,47,34,45,48
21,41,55,58,80,62,56,38,40,38
49,39,37,58,28,53,53,34,40,49
66,51,44,20,44,53,56,43,57,32
21,19,58,54,44,48,41,54,64,50
51,51,58,51,80,25,57,29,46,50
51,41,44,44,28,53,30,33,49,51
49,55,14,19,74,25,51,53,57,35
69,36,38,58,44,32,76,49,59,34
21,55,58,58,74,48,76,59,52,42
21,36,37,66,28,53,48,53,46,42
70,55,55,27,44,62,41,50,42,51
49,19,14,54,44,41,47,49,55,38
74,41,44,58,38,53,51,53,54,87
51,60,58,16,80,48,56,38,57,37
51,39,14,54,38,25,47,44,38,40
21,19,44,16,28,62,41,60,48,84
51,51,55,20,64,53,41,60,46,48
66,66,58,66,44,48,68,59,31,49
51,80,38,40,28,62,68,47,40,33
51,70,44,40,44,37,48,53,67,84
49,41,55,58,44,62,27,47,48,51
49,41,55,44,28,25,53,64,45,51
51,51,14,40,38,41,40,35,34,48
49,83,37,27,38,41,47,54,72,42
49,36,58,51,64,62,51,44,55,36
21,51,44,44,38,44,40,45,63,34
49,55,14,54,44,53,25,40,38,51
21,60,14,54,80,48,47,49,42,44
66,36,55,58,64,48,48,51,47,38
69,55,44,58,44,48,58,49,38,42
49,41,58,40,28,47,37,33,38,50
49,60,38,54,44,47,47,43,38,50
51,51,58,58,80,48,48,51,51,48
71,37,55,58,38,53,51,54,51,36
68,70,14,54,74,53,53,55,56,41
51,55,37,51,44,62,53,51,57,44
49,55,44,19,44,62,51,53,51,51
51,51,37,40,80,53,51,39,57,43
66,51,14,62,38,48,53,27,34,42
21,70,37,80,38,62,51,55,48,62
49,83,44,19,44,53,27,44,51,51
21,51,55,40,80,48,40,60,59,40
21,60,44,44,74,44,76,40,67,62
21,41,38,83,44,62,76,57,57,62
71,22,44,54,28,37,76,44,47,69
70,51,14,40,44,62,68,49,51,90
73,51,44,44,28,44,48,39,47,49
49,83,55,16,44,62,76,57,50,50
49,51,44,60,44,44,41,41,37,44
49,41,58,58,80,42,48,45,58,82
21,55,58,16,74,48,53,36,36,48
49,55,55,44,28,53,76,29,62,40
21,37,55,58,28,48,25,54,47,82
49,60,44,40,44,44,51,43,40,50
49,55,55,27,74,53,76,55,47,42
21,37,55,54,38,48,56,73,62,43
51,70,55,64,38,25,53,30,38,82
21,19,58,40,28,53,48,49,71,43
51,37,38,67,44,41,53,35,54,49
51,39,44,16,74,37,53,43,40,32
88,83,44,58,80,62,53,41,38,49
49,41,55,58,28,48,56,90,51,33
49,55,58,67,28,48,68,38,22,36
51,37,55,58,44,53,25,73,69,49
51,41,44,69,44,62,56,49,41,42
49,39,44,54,80,32,56,55,31,38
70,51,14,66,64,53,27,53,57,38
49,41,55,40,38,42,76,50,47,51
51,55,38,20,80,53,68,55,40,25
66,66,44,58,28,44,57,48,51,40
71,41,44,58,44,44,51,55,42,50
68,51,44,66,28,62,58,57,67,84
51,36,55,60,44,48,53,48,61,76
21,55,38,19,64,44,58,59,40,51
21,60,44,40,44,62,47,55,42,50
49,51,38,58,80,53,56,64,47,49
49,66,55,53,28,47,58,46,47,38
71,55,14,40,80,32,27,50,42,49
66,80,58,54,80,48,48,68,40,76
21,51,44,58,80,48,48,43,38,82
69,51,58,58,44,62,57,50,37,49
69,83,38,27,38,53,40,35,47,43
49,37,38,58,44,53,47,90,50,43
49,51,58,40,74,62,48,44,80,84
49,55,44,51,80,42,76,39,66,34
51,41,58,80,74,32,56,47,42,82
51,70,37,54,28,47,47,57,40,42
51,55,55,58,64,48,27,29,34,70
49,19,44,64,38,53,30,36,51,39
51,80,44,40,28,37,68,81,45,81
21,51,55,54,74,44,58,50,36,77
49,41,14,58,44,44,57,49,63,70
49,70,37,67,38,53,68,43,50,37
49,19,55,58,38,47,68,59,57,36
21,51,58,19,74,53,37,43,52,50
88,36,14,27,74,35,56,57,59,33
51,37,44,64,38,35,68,50,51,42
49,66,37,60,44,62,27,49,40,51
51,51,55,40,38,32,57,22,36,87
21,41,37,40,64,48,53,48,57,49
49,41,44,54,28,35,37,67,45,49
21,51,44,64,44,53,56,60,57,84
21,41,55,62,74,44,51,67,52,87
66,66,44,27,38,62,76,59,42,51
51,83,44,54,28,44,51,36,67,38
69,39,58,54,80,62,58,60,34,77
49,70,58,58,44,47,58,59,71,49
49,51,38,53,38,62,51,53,57,49
51,60,55,40,28,62,47,22,56,41
49,22,58,40,44,47,27,49,50,49
21,51,55,54,80,62,37,48,72,84
70,70,55,66,44,37,51,35,51,87
21,55,38,27,44,25,58,30,71,49
21,60,14,19,44,48,56,36,63,84
49,83,58,58,44,42,30,38,51,82
21,70,14,64,44,62,57,54,58,51
51,51,55,16,74,25,41,33,51,25
21,51,58,53,74,53,53,73,51,51
49,55,55,66,44,62,30,50,42,42
49,55,44,58,28,62,53,53,42,51
69,19,55,27,80,48,27,39,48,49
21,55,55,66,28,62,58,35,39,48
71,70,44,54,28,32,51,38,47,33
68,70,58,20,44,35,51,47,66,49
49,41,38,53,44,41,37,41,37,38
21,80,55,64,64,42,37,81,42,51
49,51,37,54,74,37,40,43,69,48
21,55,55,19,64,48,40,43,47,50
49,51,38,40,38,62,41,71,48,42
49,41,14,20,28,62,37,29,67,48
66,22,55,69,44,48,40,57,57,42
21,55,44,44,44,47,48,53,49,90
51,41,38,53,44,35,27,40,50,49
51,55,37,54,44,25,76,39,48,38
49,80,44,66,44,44,47,55,38,79
21,60,58,53,64,48,56,40,57,49
74,51,44,58,38,53,30,57,83,41
70,51,14,44,28,42,57,60,45,27
71,19,14,44,44,62,25,43,40,41
21,51,55,58,44,53,27,41,51,38
21,41,14,51,44,32,41,55,42,69
49,51,44,70,38,53,57,49,34,51
21,70,44,44,44,62,53,45,47,35
49,51,58,44,80,35,56,29,41,82
49,36,14,64,44,53,37,55,46,42
51,36,38,54,28,48,25,43,72,49
88,41,58,58,64,42,41,59,55,38
49,37,38,19,38,48,48,54,62,49
21,55,55,44,44,48,76,29,59,82
51,80,38,40,64,44,41,57,37,40
21,41,58,53,28,48,40,55,34,48
21,36,58,58,44,25,37,39,69,50
51,41,38,44,44,42,41,47,45,48
21,51,58,16,74,62,47,73,47,51
21,51,14,54,64,48,25,60,48,44
51,51,44,40,28,37,57,55,45,42
51,51,14,80,28,48,53,50,51,43
49,55,38,69,64,25,41,43,40,39
51,55,58,58,38,41,68,60,51,70
51,41,55,58,28,35,47,55,22,51
21,51,44,66,44,53,41,49,41,40
49,51,44,60,64,53,57,55,31,50
74,70,44,51,44,62,27,27,57,41
21,55,14,54,44,48,37,50,34,42
49,41,44,27,44,62,53,55,33,38
49,51,44,51,74,53,47,44,61,82
66,55,55,53,74,32,27,60,48,82
71,41,44,66,44,62,37,55,50,25
73,51,44,54,44,62,37,51,72,38
49,39,37,66,44,41,41,33,47,42
21,41,38,40,64,53,37,55,47,44
51,19,44,80,74,62,68,67,49,87
21,51,14,83,44,37,47,44,69,49
51,37,55,58,44,62,47,40,51,87
21,51,58,40,80,42,47,35,40,81
51,41,44,40,44,62,47,43,61,87
73,55,44,58,28,62,76,44,42,37
51,51,38,40,44,37,53,43,51,39
51,41,58,40,44,62,56,38,62,62
51,37,44,70,64,41,76,50,62,42
49,51,58,54,44,53,48,43,62,48
21,37,55,19,64,53,37,38,40,25
66,51,44,58,44,44,47,90,47,49
49,41,55,60,44,62,25,53,34,70
21,51,37,20,28,42,47,40,37,51
51,60,58,40,44,48,47,49,62,49
49,51,38,69,80,42,53,55,36,43
21,80,38,19,44,53,41,30,50,41
21,51,58,51,64,47,68,54,50,38
51,55,58,67,80,53,51,41,76,42
21,41,14,58,80,32,27,53,33,44
51,41,44,70,38,48,30,85,47,42
21,51,58,64,28,53,53,30,54,76
88,66,44,70,74,53,30,55,57,43
88,41,14,27,44,53,76,57,41,44
21,60,55,40,80,62,68,57,51,44
69,37,38,27,44,48,53,85,40,51
51,41,44,51,38,41,68,53,57,81
49,41,58,54,28,44,47,59,51,34
49,83,37,54,28,62,51,55,57,42
51,51,14,54,44,35,51,36,42,32
51,41,44,16,74,37,48,57,64,90
70,70,14,40,44,41,53,41,61,51
69,41,58,64,28,32,40,50,40,82
49,22,55,58,44,47,58,57,39,44
51,41,37,19,44,37,53,50,57,81
49,39,55,16,38,25,53,55,71,50
74,51,37,44,74,32,27,60,37,79
51,55,37,40,38,62,57,38,69,90
49,80,37,54,44,42,68,46,40,82
51,41,58,58,44,53,48,50,47,51
49,80,44,58,44,35,51,59,47,41
66,70,44,51,64,53,51,60,39,37
51,55,44,40,28,53,57,41,40,69
51,60,14,83,28,48,47,55,38,79
51,55,58,66,64,25,47,73,38,25
51,51,38,51,28,62,51,35,62,50
74,19,38,62,64,32,25,35,57,49
68,55,37,54,44,25,30,54,46,51
49,55,44,20,74,37,41,50,40,51
51,37,38,58,74,53,40,48,40,74
21,41,44,44,44,42,76,49,51,44
66,19,44,60,44,53,58,50,69,36
49,55,58,16,74,53,37,49,59,41
51,41,38,44,28,53,56,27,42,48
70,36,58,67,64,32,53,41,46,50
51,41,14,16,74,53,51,59,62,51
49,70,44,44,28,41,53,85,41,50
51,51,58,62,28,32,68,36,55,49
21,51,14,58,38,53,68,57,34,50
73,41,55,60,44,47,57,54,34,82
51,41,58,54,38,35,40,41,57,90
51,39,37,54,28,42,76,38,72,50
21,55,44,60,44,25,27,40,51,34
51,51,44,62,28,47,40,49,31,44
21,51,14,40,74,62,27,44,58,42
21,66,55,54,28,35,40,43,48,51
49,41,14,66,44,42,40,38,40,33
73,51,44,80,64,62,40,90,51,43
21,55,55,58,44,47,30,55,34,76
49,60,38,20,28,62,68,27,50,44
51,83,44,40,44,47,68,29,36,33
49,51,44,58,28,53,56,44,47,27
49,19,58,53,38,62,58,53,45,39
49,41,55,16,44,42,53,60,47,81
49,51,44,27,28,62,27,48,54,51
74,55,38,54,64,48,41,53,51,49
21,55,58,54,44,44,30,50,83,50
51,51,44,44,44,48,25,55,40,42
21,41,44,51,44,48,48,47,42,44
51,51,58,54,74,35,30,55,40,51
49,55,37,44,44,47,30,60,40,50
49,55,44,54,64,48,41,55,63,37
68,41,58,83,44,35,53,45,38,38
21,51,44,54,28,53,37,29,46,41
21,70,44,54,74,53,40,60,73,49
21,41,14,58,44,53,40,53,51,49
66,66,44,44,64,62,27,51,71,49
49,55,44,16,64,25,48,48,67,69
66,51,37,40,38,47,68,55,62,51
51,37,55,53,44,53,58,44,55,38
51,51,44,19,44,41,58,38,54,50
69,41,44,58,74,44,58,48,47,76
49,51,14,58,28,53,53,38,34,34
49,80,55,51,80,62,37,47,50,35
66,19,44,19,44,32,51,27,72,42
51,41,55,40,80,25,48,49,62,35
51,55,38,44,64,62,37,59,52,36
49,51,58,54,80,62,41,35,47,43
21,41,44,58,44,32,68,22,57,49
49,60,38,58,74,47,47,72,55,41
49,51,38,66,64,35,30,55,59,49
21,51,55,58,28,48,25,50,36,51
49,37,44,58,80,53,30,49,50,42
49,51,58,58,74,62,68,55,62,40
21,39,55,58,38,62,41,81,34,49
51,41,44,20,80,41,68,34,40,51
71,41,37,51,80,44,53,60,57,35
49,70,44,51,64,62,30,60,45,25
51,19,44,16,44,62,41,50,62,50
21,70,44,40,28,47,58,55,62,33
49,51,44,40,44,62,30,41,55,43
21,55,38,69,28,62,76,43,33,30
49,55,58,80,64,62,76,41,45,49
21,37,37,27,74,47,76,73,59,50
71,41,58,58,74,53,51,54,38,44
21,37,44,40,64,48,48,68,50,48
51,55,55,58,64,53,51,39,38,44
69,55,44,54,38,62,51,38,73,30
66,41,44,16,74,53,58,41,40,38
21,55,58,54,28,62,51,67,40,51
74,55,38,58,44,53,41,50,68,48
51,55,58,58,74,32,56,55,47,74
49,51,14,54,74,62,48,53,38,33
51,22,58,44,38,53,30,54,50,82
